HES4
TMEM158
ALS2CL
CELSR3
NCKIPSD
NDUFAF3
INKA1
UBA7
RPL29
TKT
CACNA1D
DNASE1L3
FRMD4B
FOXP1
PROS1
MTRNR2L12
RPL24
NFKBIZ
CBLB
DZIP3
CD200
AC074044.1
SIDT1
TIGIT
ZBTB20
FSTL1
HGD
GOLGB1
CSTA
PARP14
MYLK
KALRN
ITGB5
MGLL
GATA2
GP9
H1FX
ATP2C1
RAB6B
GK5
MBNL1-AS1
P2RY1
RAP2B
LEKR1
CCNL1
PTX3
MFSD1
TNFSF10
CRYGS
CCDC50
HRASLS
LINC01063
RPL35A
LMLN
SPON2
POLN
LYAR
AFAP1
WDR1
CD38
FGFBP2
SEL1L3
DTHD1
RPL9
TXK
SGCB
SCFD2
HOPX
SPINK2
IGFBP7
JCHAIN
CXCL8
PF4
PPBP
CXCL5
CXCL3
CXCL2
EREG
CXCL9
CXCL10
LINC00989
PLAC8
ARHGAP24
GPRIN3
SNCA
MMRN1
DAPP1
BANK1
LEF1
RPL34
PLA2G12A
EGF
ZGRF1
PDE5A
SPATA5
INPP4B
ZNF827
LRBA
RPS3A
LINC02273
GUCY1A1
GUCY1B1
MARCH1
CLCN3
MFAP3L
HMGB2
HPGD
MIR4458HG
ANKRD33B
DAP
BASP1
IL7R
FYB1
DAB2
TTC33
RPL37
GZMK
GZMA
ELOVL7
KIF2A
IPO11
MAP1B
TMEM171
F2R
DMGDH
RPS23
VCAN
MEF2C
LUCAT1
KIAA0825
LINC02062
SLCO4C1
C5orf30
LINC01023
CAMK4
AC008549.2
SLC22A5
IRF1
TCF7
TGFBI
PKD2L2
EGR1
MZB1
ANKHD1-EIF4EBP3
CD14
ABLIM3
CD74
RPS14
SMIM3
SPARC
FAXDC2
ITK
CCNJL
PTTG1
MIR3142HG
NPM1
DUSP1
PRR7
DBN1
AC106795.2
ZNF354C
RUFY1
HNRNPH1
MGAT4B
SQSTM1
RNF130
FLT4
RACK1
WRNIP1
SERPINB1
LINC01011
PXDC1
F13A1
BMP6
TXNDC5
PHACTR1
GFOD1
MCUR1
GMPR
SOX4
RIPOR2
HIST1H1C
HIST1H4C
HIST1H2BC
HIST1H2AC
HIST1H2BD
AL031777.3
HIST1H2BF
HIST1H2BG
HIST1H2AE
HIST1H2BH
HIST1H4H
BTN3A2
AL513548.1
AL021807.1
HIST1H2BJ
HIST1H2AG
HIST1H4I
HIST1H2BL
HIST1H3H
HIST1H2BN
HIST1H2AL
ZNF165
HLA-A
HLA-E
TUBB
HLA-C
HLA-B
TNF
LTB
LST1
NCR3
AIF1
LY6G5C
ABHD16A
LY6G6F
MPIG6B
CLIC1
TNXB
AGPAT1
AL662796.1
HLA-DRA
HLA-DRB5
HLA-DRB1
HLA-DQA1
HLA-DQB1
HLA-DQA2
HLA-DOB
HLA-DMB
HLA-DMA
HLA-DPA1
HLA-DPB1
RPS18
ITPR3
RPS10
PACSIN1
RPL10A
CDKN1A
CPNE5
MDGA1
TREML1
FRS3
CCND3
PTCRA
PTK7
CUL9
GTPBP2
AL096865.1
GSTA1
KHDRBS2
COL19A1
MTO1
EEF1A1
SH3BGRL2
BACH2
PNISR
PRDM1
CD24
AL024507.2
AMD1
SLC16A10
MARCKS
TRAPPC3L
ARHGAP18
SAMD3
STX7
RPS12
SGK1
TNFAIP3
CITED2
ADAT2
RAB32
SYNE1
AL596202.1
ARID1B
SOD2
FGFR1OP
AFDN
PDGFA
AC147651.1
PRKAR1B
AC147651.4
CHST12
FBXL18
ACTB
OCM
EIF2AK1
RAC1
GLCCI1
TSPAN13
TOMM7
IGF2BP3
OSBPL3
CPVL
MTURN
NT5C3A
TRGC2
TRGC1
TRGV10
TRGV4
ERV3-1
STX1A
NCF1
FGL2
GSAP
CD36
AC005076.1
CDK6
GNG11
PEG10
BRI3
ARPC1B
STAG3
PILRB
TFR2
SH2B2
ORAI2
POLR2J3
CDHR3
NAMPT
PRKAR2B
AC004839.1
IFRD1
LSMEM1
CAPZA2
POT1-AS1
TSPAN33
MEST
AC016831.1
AC058791.1
PLXNA4
CALD1
CYREN
TMEM140
AC083862.2
MTPN
CLEC2L
TRBV14
TRBV28
TRBC1
TRBC2
GHET1
LINC00996
GIMAP7
GIMAP5
AC021097.1
LINC01003
ACTR3B
DNAJB6
PPP2R3B
IL3RA
CD99
CLCN4
ARHGAP6
TMSB4X
AP1S2
BEND2
PHEX
SAT1
LANCL3
XK
CYBB
DDX3X
EFHC2
ZNF41
TIMP1
CFP
GATA1
SYP
FOXP3
AC232271.1
TSPYL2
MAGED2
MTRNR2L10
KLF8
AL034397.3
DLG3
IL2RG
RPS4X
NAP1L2
ITM2A
SH3BGRL
ZNF711
SYTL4
GLA
ZMAT1
GPRASP1
TCEAL9
BEX3
TSC22D3
PGRMC1
RPL39
SH2D1A
TENM1
FHL1
ZNF185
PNMA3
TKTL1
FLNA
RPL10
UBL4A
IKBKG
MPP1
TDRP
MYOM2
BLK
CTSB
MICU3
ASAH1
PSD3
DOK2
DMTN
ADAM28
CLU
DUSP4
RAB11FIP1
PLPP5
ANK1
VDAC3
CEBPD
LYN
RPS20
SDCBP
TOX
AC055822.1
PDE7A
MYBL1
MSC
RPL7
AC009812.1
CA2
TMEM64
LAPTM4B
RPL30
POP1
PABPC1
LRP12
ANGPT1
PKHD1L1
AC104958.2
MTSS1
LINC00861
PCAT1
PRNCR1
TRAPPC9
AC107375.1
PTK2
LYPD2
LY6E
RHPN1
WDR97
SCX
LRRC24
RPL8
UHRF2
TTC39B
AL391834.2
RPS6
MLLT3
AQP3
ENHO
FAM214B
CD72
TPM2
TLN1
PAX5
ZBTB5
ANKRD18A
FAM95B1
TJP2
ANXA1
VPS13A
CEP78
FRMD3
CDK20
BICD2
ZNF484
CARD19
ZNF367
CDC14B
HEMGN
MSANTD3
KLF4
CTNNAL1
UGCG
SUSD1
MEGF9
TRAF1
GSN
STOM
PTGS1
STRBP
RPL35
RALGPS1
RPL12
AK1
LCN2
SWI5
CRAT
USP20
POMT1
GFI1B
RALGDS
ABO
RPL7A
FCN1
OLFM1
EGFL7
FAM69B
PTGDS
LCNL1
CLIC3
ABCA2
NPDC1
LRRC26
BX255925.3
RNF208
TUBB4B
AL954642.1
PGGHG
IFITM2
IFITM3
SIGIRR
ANO9
IRF7
SCT
TALDO1
RPLP2
CD151
CTSD
KCNQ1OT1
CDKN1C
HBB
HBG2
DNHD1
ILK
RPL27A
SWAP70
MTRNR2L8
MRVI1
RPS13
LDHC
SVIP
CCDC34
CD44
CD82
MADD
SPI1
AGBL2
PTPRJ
DTX4
MPEG1
MS4A6A
MS4A7
MS4A1
CD6
CYB561A3
FTH1
AHNAK
CSKMT
LGALS12
RARRES3
FERMT3
PPP1R14B
RASGRP2
FAU
AP003068.2
CAPN1
POLA2
NEAT1
MALAT1
CFL1
CTSW
CARNS1
GSTP1
MYEOV
AP000487.1
CTTN
LAMTOR1
UCP3
RPS3
AP001189.1
RAB30
DLG2
SYTL2
PRSS23
CTSC
ENDOD1
BIRC3
ATM
POU2AF1
AP002884.4
NCAM1
ZBTB16
APOA1
PCSK7
JAML
CD3E
CD3D
CD3G
RPS25
ARHGEF12
HSPA8
VWA5A
NRGN
ESAM
ETS1
SENCR
APLP2
AP000911.1
JAM3
B3GAT1
KLF6
AKR1C3
IL2RA
GATA3
PROSER2
RSU1
VIM-AS1
VIM
NSUN6
AL157895.1
PIP4K2A
OTUD1
ARHGAP21
PRTFDC1
ENKUR
ZNF438
ITGB1
NRP1
PARD3
NCOA4
AGAP6
ASAH2B
AC074327.1
ANK3
RHOBTB1
ARID5B
RTKN2
SRGN
PRF1
VSIR
PSAP
SPOCK2
VCL
RPS24
IFIT2
IFIT3
IFIT1
KIF20B
SLC35G1
PDLIM1
GSTO1
XPNPEP1
TCF7L2
DCLRE1A
ABLIM1
AL731557.1
SLC18A2
GRK5
RGS10
WDR11-AS1
PLEKHA1
FANK1
MKI67
INPP5A
SCART1
RAD52
FOXM1
TSPAN9
VWF
CD9
CD27
GAPDH
ACRBP
LAG3
ENO2
C12orf57
C1RL-AS1
CLEC4C
SLC2A3
KLRG1
A2M-AS1
LINC00987
KLRB1
CLEC2D
CD69
KLRF1
CLEC1B
CLEC9A
CLEC7A
KLRD1
KLRC4
KLRC2
KLRC1
LINC02446
YBX3
TAS2R30
LRP6
LOH12CR2
EMP1
PLBD1
H2AFJ
EPS8
DERA
SPX
LDHB
ST8SIA1
SSPN
AC023157.3
KIAA1551
KIF21A
LRRK2
ANO6
SLC38A2
AC008014.1
PCED1B
TMEM106C
WNT10B
TUBA1B
TUBA1A
TUBA1C
BIN2
KRT5
KRT8
RARG
NFE2
CD63
DGKA
ERBB3
RPL41
MYL6
NACA
MSRB3
IFNG
LINC02384
RAP1B
LYZ
AC020656.1
PHLDA1
NAP1L1
BBS10
PAWR
DUSP6
ATP2B1-AS1
BTG1
LINC02397
LTA4H
HSP90B1
C12orf75
ARPC3
HVCN1
ALDH2
RPL6
HRK
RPLP0
DYNLL1
RHOF
BCL7A
PITPNM2
RILPL1
CCDC92
UBC
LINC00944
AL138966.2
RPL21
HMGB1
ALOX5AP
SLC25A15
RGCC
VWA8
DGKH
TSC22D1
TPT1
LCP1
LRCH1
ITM2B
INTS6
PCDH9
TBC1D4
KCTD12
ABCC4
BIVM
TNFSF13B
MCF2L
AL355075.4
PARP2
TRDC
TRAC
SLC7A7
REM2
CMTM5
MDP1
CBLN3
GZMH
GZMB
ARHGAP5-AS1
EGLN3
NFKBIA
RPS29
AL139099.1
AL627171.1
ATL1
SAV1
PYGL
PTGDR
CDKN3
LGALS3
DAAM1
PPM1A
AL359220.1
SYNE2
ESR2
PLEKHG3
MAX
ARG2
RDH11
ZFP36L1
ACTN1
RGS6
PNMA1
AC005480.1
NPC2
MLH3
FOS
STON2
TTC8
AL512791.2
CALM1
TTC7B
RPS6KA5
TC2N
LGMN
IFI27
IFI27L2
SERPINA1
TCL1B
TCL1A
AL139020.1
BCL11B
CYP46A1
EVL
DEGS2
MEG3
PPP2R5C
AL137779.1
HSP90AA1
TECPR2
ANKRD9
TNFAIP2
CKB
INF2
PLD4
IGHA2
IGHG4
IGHG2
IGHA1
IGHG1
IGHG3
IGHD
IGHM
FAM30A
NIPA1
SNRPN
GOLGA8A
GOLGA8B
C15orf53
THBS1
INAFM2
CCDC9B
NUSAP1
AC020659.1
SNAP23
STARD9
MAP1A
SERF2
PATL2
B2M
SHF
GABPB1-AS1
AC021752.1
DMXL2
GNB5
TEX9
LINC00926
MYZAP
ANXA2
RORA
TPM1
PCLAF
RBPMS2
RAB11A
RPL4
RPLP1
DRAIC
MYO9A
PKM
AC079322.1
NPTN
NEIL1
ACSBG1
ST20-AS1
FAH
HOMER2
ISG20
MCTP2
SYNM
AC027020.2
PCSK6
HBA2
HBA1
HBQ1
AC009041.1
RPS2
ABCA3
PRSS27
TNFRSF12A
IL32
SLX4
CDIP1
SEC14L5
CIITA
SNN
NPIPB2
TNFRSF17
NPIPA1
AC138969.1
RPS15A
IGSF6
PRKCB
RBBP6
IL4R
CD19
LAT
SLX1A
AC135050.1
TGFB1I1
IRX3
GNAO1
MT2A
CETP
NLRC5
ADGRG1
KATNB1
KIFC3
HSF4
ELMO3
LCAT
SMPD3
TXNL4B
MAF
CMIP
PLCG2
COTL1
IRF8
CYBA
ZNF778
ANKRD11
SPG7
RPL13
AC133919.1
TLCD2
SERPINF1
RPA1
TAX1BP3
P2RX5
P2RX1
ATP2A3
CYB5D2
VMO1
GP1BA
PFN1
ALOX12
CLEC10A
ACAP1
TNK1
CD68
KCNAB3
CTC1
RPL26
AC005224.3
UBB
NT5M
TRIM16L
AC007952.4
MTRNR2L1
SARM1
RPL23A
SLC6A4
EVI2B
SLFN5
SLFN13
SLFN12L
CCL5
CCL3
CCL4
RPL23
RPL19
CDK12
TCAP
IKZF3
TOP2A
IGFBP4
CCR7
EIF1
HCRT
HSD17B1
TUBG2
CCR10
AC100793.2
RPL27
GRN
ITGA2B
DCAKD
HEXIM1
HEXIM2
AC005670.2
ITGB3
TBX21
HOXB3
SAMD14
ABCC3
MMD
C17orf67
MPO
TSPOAP1
TSPOAP1-AS1
AC004687.1
SEPT4
VMP1
BRIP1
ACE
CD79B
ICAM2
PECAM1
DDX5
RGS9
AC007448.3
AC005332.6
RPL38
CD300E
RAB37
LLGL2
SMIM5
H3F3B
WBP2
FBF1
SPHK1
TMC6
TMC8
TK1
BIRC5
AC087645.2
RNF213
ACTG1
SLC25A10
FASN
LINC01970
AC132872.1
CD7
TYMS
AP000894.4
MYL12A
DLGAP1-AS2
AP002478.1
ANKRD12
TWSG1
GNAL
RNF165
RAB27B
TCF4
AC090409.1
BCL2
CD226
FAM110A
SDCBP2
FKBP1A
CDC25B
LINC01730
SMOX
LAMP5
MACROD2
SLC24A3
CD93
CST3
CST7
APMAP
PYGB
BCL2L1
E2F1
NORAD
MYL9
SLA2
MAFB
MYBL2
PKIG
SDC4
UBE2C
TNNC2
NEURL2
CTSA
CD40
CEBPB
SMIM25
KCNG1
NFATC2
ATP9A
TSHZ2
RBM38
STX16-NPEPL1
GNAS
CTSZ
TUBB1
ZNF831
LAMA5
RPS21
PPDPF
ZNF512B
C20orf204
GZMM
HCN2
PRSS57
CFD
R3HDM4
GPX4
RPS15
ABHD17A
OAZ1
GADD45B
SLC39A3
AES
GNA15
HMG20B
TBXA2R
MATK
AC011498.1
UHRF1
PTPRS
RPL36
AC011471.2
PCP2
STXBP2
RETN
FCER2
RPS28
MARCH2
MYO1F
ZGLP1
S1PR5
CDKN2D
ILF3-DT
JUNB
CALR
LYL1
IER2
AC020916.1
MISP3
CYP4F3
TPM4
KLF2
CPAMD8
FAM129C
RPL18A
IFI30
JUND
FKBP8
UBA52
PBX4
SCN1B
USF2
CD22
DMKN
ZBTB32
HCST
TYROBP
LINC01534
ZNF383
ZNF570
ZFP30
SPINT2
PPP1R14A
C19orf33
ZFP36
RPS16
BLVRB
TGFB1
TMEM91
LINC01480
RPS19
CD79A
ARHGEF1
POU2F2
LYPD3
ZNF575
FOSB
RTN2
DMPK
CALM3
PTGIR
ARHGAP35
INAFM1
C5AR1
BICRA
CABP5
EMP3
KCNJ14
RPL18
FTL
SNRNP70
CD37
RPL13A
RPS11
FCGRT
NOSIP
SPIB
KLK1
NKG7
FPR1
MYADM
RPS9
LILRA4
LAIR2
KIR2DL3
KIR3DL2
NCR1
GP6
SYT5
RPL28
ZNF154
RPS5
USP9Y
TMSB4Y
AP000547.3
MICAL3
AC000068.1
CLDN5
AC000093.1
ARVCF
TANGO2
AC245060.5
IGLC2
IGLC3
IGLC6
IGLC7
GNAZ
VPREB3
MMP11
DERL3
AP000350.6
TPST2
MIAT
MIATNB
GAS2L1
PIK3IP1
YWHAH
LARGE1
HMOX1
MYH9
TST
MPST
IL2RB
LGALS2
LGALS1
H1F0
PLA2G6
DDX17
AL021707.6
APOBEC3A
APOBEC3G
PDGFB
RPL3
GRAP2
Z82206.1
TNRC6B
TNFRSF13C
WBP2NL
CYB5R3
PACSIN2
TSPO
PARVB
TTC38
MLC1
TYMP
CPT1B
APP
MAP3K7CL
WRB
MX1
AP001062.1
ITGB2
ITGB2-AS1
COL6A2
C21orf58
DIP2A
S100B
PRMT2
MT-ND1
MT-ND2
MT-CO1
MT-CO2
MT-ATP8
MT-ATP6
MT-CO3
MT-ND3
MT-ND4L
MT-ND4
MT-ND5
MT-ND6
MT-CYB
